date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-05-15,15.6,6,21,0,,60,9.3,,1020.4,
2023-05-16,15.9,8,21,0,,117,11.1,,1020.7,
2023-05-17,16.5,8,23,0,,135,12,,1021.7,
2023-05-18,17.9,8,25,0,,39,7.2,,1020.7,
2023-05-19,18.3,9,26,0,,17,9.5,,1021,
2023-05-20,15,10,20,0,,26,16.9,,1023.3,
2023-05-21,14.3,8,20,0,,35,12.8,,1021.3,
2023-05-22,17.5,12,24,6.7,,44,14.1,,1017.8,
2023-05-23,15.4,11,20,7.6,,37,8.4,,1015,
2023-05-24,16.7,9,24,0,,64,6.3,,1014.8,
2023-05-25,17.8,15,22,6.4,,327,7.6,,1014.9,
2023-05-26,19,14,24,0,,13,7.8,,1014.9,
2023-05-27,18.8,11,26,0.5,,11,9.3,,1013.5,
2023-05-28,15.3,11,19,0,,12,15.3,,1016.5,
2023-05-29,15.3,6,22,0,,72,10.5,,1019.3,
2023-05-30,15.5,7,21,0,,56,10.2,,1015.3,
2023-05-31,15.3,9,20,0,,356,12.5,,1014.1,
2023-06-01,15.7,6,23,0,,224,8.9,,1014.8,
2023-06-02,19.7,10,27,0,,193,14.7,,1011,
2023-06-03,13.5,6,19,1.6,,286,15.9,,1013.1,
2023-06-04,10.5,3,16,0,,354,9.1,,1022.7,
2023-06-05,12.3,5,18,0,,357,8.2,,1022.6,
2023-06-06,16,7,23,0,,268,8.4,,1021.7,
2023-06-07,17.8,8,25,0,,39,8.1,,1020.7,
2023-06-08,18.9,10,25,0.7,,259,11.2,,1019.9,
2023-06-09,20,14,26,1.9,,236,7.6,,1017.9,
2023-06-10,16.4,13,20,14,,39,15.9,,1017,
2023-06-11,12.9,10,14,3.7,,51,27.3,,1018.7,
2023-06-12,13.5,12,15,0,,63,24.5,,1018.6,
2023-06-13,15.8,12,22,0,,82,17.9,,1016.4,
2023-06-14,16.9,12,22,0,,46,15.7,,1014.5,
2023-06-15,17.9,15,20,4.8,,21,10.6,,1013.7,
2023-06-16,20.3,15,26,0,,35,12.8,,1012.2,
2023-06-17,21.6,12,28,0,,30,13.2,,1011,
2023-06-18,21.5,14,27,0,,59,12.3,,1014.3,
2023-06-19,18,13,25,0,,18,7.3,,1016.3,
2023-06-20,19.2,11,26,0,,357,7.6,,1014.2,
2023-06-21,18,12,23,0,,38,10.6,,1016.3,
2023-06-22,19.5,10,27,0.6,,207,12.3,,1018.7,
2023-06-23,20.9,17,26,2.9,,240,11,,1013.4,
2023-06-24,21.4,15,26,0,,335,11.1,,1012.1,
2023-06-25,18.7,14,23,0,,77,13.3,,1013.5,
2023-06-26,14.3,13,16,10,,106,18,,1010.3,
2023-06-27,14.4,13,17,5.1,,49,8.3,,1004.3,
2023-06-28,15.2,13,18,3.6,,206,10.7,,1006.3,
2023-06-29,16.5,14,21,3.5,,203,19.2,,1003.3,
2023-06-30,15.6,13,21,3.5,,270,15.4,,999.5,
2023-07-01,19.6,13,26,0,,287,20.5,,1002.7,
2023-07-02,21.5,16,26,1,,243,12.3,,1005.4,
2023-07-03,19.5,16,25,8,,209,7.3,,1009.7,
2023-07-04,21.2,15,27,1.1,,106,9.2,,1015.8,
2023-07-05,22.2,15.2,27.5,0.8,,62,7,,1017.8,
2023-07-06,23.8,18.3,29,1.7,,115,13,,1017.3,
2023-07-07,25.3,21,31,0,,86,12.4,,1015.1,
2023-07-08,23.4,19,28,9.5,,27,16.1,,1011.4,
2023-07-09,18.6,16,20,7.9,,4,15.1,,1008.2,
2023-07-10,18.6,13,24,0.1,,350,16.4,,1008.2,
2023-07-11,15.3,11,19,0.4,,344,13.9,,1009.7,
2023-07-12,14.6,11,19,4.3,,310,13.6,,1012,
2023-07-13,18.6,11,25,0,,241,14.3,,1011.9,
2023-07-14,21.6,18,26,2.7,,317,8.8,,1008.5,
2023-07-15,18.6,14,24,3.4,,329,15.2,,1012,
2023-07-16,18.8,12,24,0.2,,338,13.4,,1015.7,
2023-07-17,20.5,14,27,0,,337,9.8,,1016,
2023-07-18,20.9,15,28,6.2,,231,15,,1010.9,
2023-07-19,17.3,12,22,0,,293,21.7,,1008.5,
2023-07-20,18.1,10,25,0,,242,10.7,,1009.1,
2023-07-21,18,14,23,0.5,,318,12.9,,1008.6,
2023-07-22,17.1,12,21,0,,251,8.7,,1014.5,
2023-07-23,16.8,15,20,4.3,,249,8.1,,1012.5,
2023-07-24,18.5,11,25,0,,261,10.7,,1012.1,
2023-07-25,22.6,18,27,2.6,,201,18.9,,1008,
2023-07-26,21.9,18,29,1.5,,188,18.1,,1004.1,
2023-07-27,23.6,18,30,25.6,,160,17.4,,1003.4,
2023-07-28,19.2,17,23,10.4,,26,11.9,,1002.3,
2023-07-29,18.4,14,24,0.1,,324,19.2,,1006,
2023-07-30,18.8,13,25,0,,302,12.2,,1009.7,
2023-07-31,18.2,14,24,1.1,,141,11.2,,1010.2,
2023-08-01,19.6,16,26,7.5,,170,7.9,,1010.5,
2023-08-02,21.6,15,28,3.1,,140,12.8,,1008.9,
2023-08-03,23,17,29,0,,163,10.1,,1009.2,
2023-08-04,23.5,17,29,0,,235,8.1,,1014.5,
2023-08-05,25.2,18,31,0,,137,9,,1018.3,
2023-08-06,26.7,18,32,0,,113,18.2,,1014.9,
2023-08-07,26.1,21,33,18.3,,127,26.6,,1006.5,
2023-08-08,19.4,15,23,0,,313,15.9,,1011.1,
2023-08-09,17.8,13,23,0.7,,323,8.9,,1015.6,
2023-08-10,20.3,12,26,0,,41,10.5,,1020.4,
2023-08-11,20.9,18,25,33.5,,75,9.3,,1016.2,
2023-08-12,19,16,21,11.9,,172,19.8,,1012,
2023-08-13,19.1,14,23,0,,242,20.4,,1017.2,
2023-08-14,21.8,18,26,0,,277,12.1,,1021.6,
2023-08-15,22.3,16,28,0,,281,11.7,,1022.5,
2023-08-16,21.4,16,26,0,,17,9.9,,1023.2,
2023-08-17,21.2,13,27,0,,24,8.8,,1022.5,
2023-08-18,23.1,16,30,0,,29,10.3,,1022.3,
2023-08-19,25,16,31,0,,32,9.1,,1022.2,
2023-08-20,23.1,17,31,0.3,,12,7.3,,1018.6,
2023-08-21,20.2,16,24,1.4,,349,11.5,,1015,
2023-08-22,17.7,16,22,1.8,,256,10,,1012.3,
2023-08-23,17.7,13,22,0.5,,309,17,,1012.8,
2023-08-24,17.3,11,23,0.5,,301,14,,1014.3,
2023-08-25,16.1,12,21,0.5,,4,7.9,,1015.1,
2023-08-26,17.3,11,24,0.3,,170,10.4,,1016.5,
2023-08-27,21,14,28,0,,152,7.7,,1011.1,
2023-08-28,21.5,16,28,0.2,,17,10.5,,1009.5,
2023-08-29,18.5,16,22,0,,138,15.5,,1012.5,
2023-08-30,20.4,13,28,0,,138,11,,1013.7,
2023-08-31,20.4,15,28,0,,142,13.9,,1014.1,
2023-09-01,20.7,14,29,0,,152,11,,1013.8,
2023-09-02,18.5,14,24,0.7,,335,13.5,,1017.3,
2023-09-03,16.9,12,23,0,,13,6.6,,1020.3,
2023-09-04,16.4,9,23,0,,30,10.6,,1020.3,
2023-09-05,17.3,13,23,7.1,,30,10.5,,1022.3,
2023-09-06,17.1,10,24,0,,324,11.7,,1020,
2023-09-07,14.1,8,19,0,,3,12.8,,1023.2,
2023-09-08,12.5,6,18,0,,334,13.1,,1020,
2023-09-09,10.8,6,14,0,,13,11.9,,1019.5,
2023-09-10,13.9,11,19,0,,352,10.2,,1021.6,
2023-09-11,13.9,9,21,0,,348,6.6,,1018.7,
2023-09-12,12.6,7,18,0,,48,8.7,,1019.4,
2023-09-13,12,4,20,0,,53,6.6,,1020.4,
2023-09-14,13,5,21,0,,117,9.5,,1019.3,
2023-09-15,12.6,9,18,0,,121,10.2,,1020,
